"Participant","Trial","Condition","Time","DesiredResponse","ActualResponse","Angle","CorrectResponse"
"sub1",44,"R2_3_4_2_90Y150.pct",2750,"Different","Same",150,"Incorrect"
"sub1",45,"R2_3_3_2_0Y50.pct",2672,"Different","Different",50,"Correct"
"sub1",46,"R2_3_4_2_90Y100.pct",1975,"Different","Different",100,"Correct"
"sub1",47,"3_4_4_3_180Y0.pct",1081,"Same","Same",0,"Correct"
"sub1",48,"3_4_4_3_180Y50.pct",2144,"Same","Different",50,"Incorrect"
"sub1",49,"R2_4_4_2_0Y100.pct",2113,"Different","Different",100,"Correct"
"sub1",50,"R2_3_3_2_0Y150.pct",1967,"Different","Different",150,"Correct"
"sub1",51,"3_3_4_2_0Y0.pct",917,"Same","Same",0,"Correct"
"sub1",52,"R2_4_4_3_90Y0.pct",1510,"Different","Different",0,"Correct"
"sub1",53,"3_4_4_3_180Y100.pct",3031,"Same","Same",100,"Correct"
"sub1",54,"R2_4_4_2_180Y50.pct",1181,"Different","Different",50,"Correct"
"sub1",55,"3_3_3_2_0Y150.pct",5975,"Same","Different",150,"Incorrect"
"sub1",56,"2_4_4_2_0Y50.pct",1216,"Same","Same",50,"Correct"
"sub1",57,"R2_4_4_2_0Y150.pct",1487,"Different","Different",150,"Correct"
"sub1",58,"R3_4_3_2_90Y100.pct",2208,"Different","Different",100,"Correct"
"sub1",59,"2_3_4_2_90Y150.pct",2007,"Same","Same",150,"Correct"
"sub1",60,"3_4_3_2_90Y100.pct",1594,"Same","Different",100,"Incorrect"
"sub1",61,"2_4_4_3_90Y0.pct",854,"Same","Same",0,"Correct"
"sub1",62,"R2_4_4_2_180Y0.pct",1791,"Different","Different",0,"Correct"
"sub1",63,"R2_4_4_3_90Y50.pct",2273,"Different","Different",50,"Correct"
"sub1",64,"2_4_4_3_90Y50.pct",1992,"Same","Same",50,"Correct"
"sub1",65,"R2_4_4_2_180Y150.pct",2413,"Different","Different",150,"Correct"
"sub1",66,"3_3_3_3_90Y0.pct",1423,"Same","Same",0,"Correct"
"sub1",67,"3_3_3_3_180Y150.pct",3209,"Same","Same",150,"Correct"
"sub1",68,"R3_3_3_3_90Y0.pct",1435,"Different","Different",0,"Correct"
"sub1",69,"R3_3_3_2_0Y50.pct",2213,"Different","Different",50,"Correct"
"sub1",70,"2_4_4_2_180Y50.pct",2598,"Same","Same",50,"Correct"
"sub1",71,"2_4_4_2_0Y100.pct",2018,"Same","Same",100,"Correct"
"sub1",72,"R3_3_3_2_0Y100.pct",6237,"Different","Same",100,"Incorrect"
"sub1",73,"2_3_4_2_90Y100.pct",2944,"Same","Same",100,"Correct"
"sub1",74,"R3_3_3_3_180Y100.pct",1448,"Different","Different",100,"Correct"
"sub1",75,"3_3_3_3_90Y150.pct",3868,"Same","Same",150,"Correct"
"sub1",76,"R3_3_4_2_0Y0.pct",4086,"Different","Different",0,"Correct"
"sub1",77,"3_3_3_2_0Y0.pct",1364,"Same","Same",0,"Correct"
"sub1",78,"3_3_3_2_0Y50.pct",2642,"Same","Different",50,"Incorrect"
"sub1",79,"R3_3_3_3_180Y50.pct",2136,"Different","Different",50,"Correct"
"sub1",80,"R3_3_3_3_90Y150.pct",2775,"Different","Different",150,"Correct"
"sub1",81,"R3_4_4_3_180Y50.pct",2794,"Different","Same",50,"Incorrect"
"sub1",82,"2_3_4_2_90Y0.pct",742,"Same","Same",0,"Correct"
"sub1",83,"R3_3_4_2_0Y150.pct",2645,"Different","Different",150,"Correct"
"sub1",84,"3_3_4_2_0Y50.pct",3445,"Same","Same",50,"Correct"
"sub1",85,"2_4_4_2_180Y100.pct",1756,"Same","Different",100,"Incorrect"
"sub1",86,"R3_4_4_3_180Y0.pct",1625,"Different","Different",0,"Correct"
"sub1",87,"3_4_3_3_180Y150.pct",4461,"Same","Same",150,"Correct"
"sub1",88,"R3_4_4_3_180Y100.pct",4260,"Different","Different",100,"Correct"
"sub1",89,"R2_3_3_2_0Y100.pct",2612,"Different","Different",100,"Correct"
"sub1",90,"2_3_3_2_0Y50.pct",1207,"Same","Same",50,"Correct"
"sub1",91,"2_4_4_2_0Y0.pct",831,"Same","Same",0,"Correct"
"sub1",92,"3_4_3_2_90Y150.pct",2740,"Same","Same",150,"Correct"
"sub1",93,"R2_4_4_3_90Y150.pct",2606,"Different","Different",150,"Correct"
"sub1",94,"R3_4_3_2_90Y50.pct",1945,"Different","Different",50,"Correct"
"sub1",95,"2_3_3_2_0Y100.pct",1398,"Same","Same",100,"Correct"
"sub1",96,"R3_3_3_2_0Y0.pct",2720,"Different","Different",0,"Correct"
"sub10",1,"R2_3_3_2_0Y0.pct",4593,"Different","Different",0,"Correct"
"sub10",2,"R3_4_3_2_90Y150.pct",5214,"Different","Different",150,"Correct"
"sub10",3,"2_4_4_2_0Y150.pct",3745,"Same","Same",150,"Correct"
"sub10",4,"3_3_3_2_0Y100.pct",NA,"Same","[N/A]",100,"Incorrect"
"sub10",5,"3_3_3_3_90Y50.pct",3367,"Same","Different",50,"Incorrect"
"sub10",6,"R2_4_4_2_0Y50.pct",3203,"Different","Different",50,"Correct"
"sub10",7,"R3_3_3_3_90Y100.pct",6480,"Different","Different",100,"Correct"
"sub10",8,"2_3_3_2_0Y0.pct",1331,"Same","Same",0,"Correct"
"sub10",9,"R3_4_3_3_180Y150.pct",6014,"Different","Different",150,"Correct"
"sub10",10,"2_4_4_2_180Y150.pct",3622,"Same","Different",150,"Incorrect"
"sub10",11,"R3_3_4_2_0Y50.pct",4031,"Different","Different",50,"Correct"
"sub10",12,"R2_3_4_2_90Y0.pct",1379,"Different","Different",0,"Correct"
"sub10",13,"3_3_3_3_180Y0.pct",1812,"Same","Same",0,"Correct"
"sub10",14,"R3_4_3_3_180Y100.pct",3465,"Different","Different",100,"Correct"
"sub10",15,"2_4_4_3_90Y100.pct",5930,"Same","Same",100,"Correct"
"sub10",16,"3_4_3_2_90Y50.pct",NA,"Same","[N/A]",50,"Incorrect"
"sub10",17,"R2_4_4_3_90Y100.pct",117,"Different","Same",100,"Incorrect"
"sub10",18,"2_3_3_2_0Y150.pct",2982,"Same","Different",150,"Incorrect"
"sub10",19,"R2_3_4_2_90Y50.pct",1994,"Different","Different",50,"Correct"
"sub10",20,"2_3_4_2_90Y50.pct",1578,"Same","Same",50,"Correct"
"sub10",21,"R2_4_4_2_180Y100.pct",4534,"Different","Different",100,"Correct"
"sub10",22,"R2_4_4_2_0Y0.pct",1380,"Different","Different",0,"Correct"
"sub10",23,"3_4_3_2_90Y0.pct",1687,"Same","Same",0,"Correct"
"sub10",24,"R3_3_3_2_0Y150.pct",2509,"Different","Different",150,"Correct"
"sub10",25,"R3_4_4_3_180Y150.pct",2556,"Different","Different",150,"Correct"
"sub10",26,"R3_4_3_3_180Y50.pct",5280,"Different","Different",50,"Correct"
"sub10",27,"3_4_3_3_180Y50.pct",NA,"Same","[N/A]",50,"Incorrect"
"sub10",28,"3_3_3_3_90Y100.pct",3946,"Same","Different",100,"Incorrect"
"sub10",29,"2_4_4_2_180Y0.pct",1000,"Same","Same",0,"Correct"
"sub10",30,"R3_4_3_2_90Y0.pct",1686,"Different","Different",0,"Correct"
"sub10",31,"3_3_4_2_0Y150.pct",3598,"Same","Different",150,"Incorrect"
"sub10",32,"R3_3_4_2_0Y100.pct",4577,"Different","Different",100,"Correct"
"sub10",33,"3_3_3_3_180Y50.pct",3717,"Same","Same",50,"Correct"
"sub10",34,"3_3_4_2_0Y100.pct",6542,"Same","Different",100,"Incorrect"
"sub10",35,"3_4_4_3_180Y150.pct",6042,"Same","Different",150,"Incorrect"
"sub10",36,"R3_3_3_3_180Y0.pct",1827,"Different","Different",0,"Correct"
"sub10",37,"3_4_3_3_180Y100.pct",4686,"Same","Same",100,"Correct"
"sub10",38,"R3_3_3_3_180Y150.pct",5282,"Different","Same",150,"Incorrect"
"sub10",39,"3_4_3_3_180Y0.pct",1357,"Same","Same",0,"Correct"
"sub10",40,"R3_3_3_3_90Y50.pct",4601,"Different","Different",50,"Correct"
"sub10",41,"2_4_4_3_90Y150.pct",3516,"Same","Same",150,"Correct"
"sub10",42,"R3_4_3_3_180Y0.pct",3220,"Different","Different",0,"Correct"
"sub10",43,"3_3_3_3_180Y100.pct",7454,"Same","Same",100,"Correct"
"sub10",44,"R2_3_4_2_90Y150.pct",5791,"Different","Same",150,"Incorrect"
"sub10",45,"R2_3_3_2_0Y50.pct",1692,"Different","Different",50,"Correct"
"sub10",46,"R2_3_4_2_90Y100.pct",4066,"Different","Different",100,"Correct"
"sub10",47,"3_4_4_3_180Y0.pct",1034,"Same","Same",0,"Correct"
"sub10",48,"3_4_4_3_180Y50.pct",2836,"Same","Same",50,"Correct"
"sub10",49,"R2_4_4_2_0Y100.pct",1924,"Different","Different",100,"Correct"
"sub10",50,"R2_3_3_2_0Y150.pct",4835,"Different","Different",150,"Correct"
"sub10",51,"3_3_4_2_0Y0.pct",932,"Same","Same",0,"Correct"
"sub10",52,"R2_4_4_3_90Y0.pct",1762,"Different","Different",0,"Correct"
"sub10",53,"3_4_4_3_180Y100.pct",5567,"Same","Different",100,"Incorrect"
"sub10",54,"R2_4_4_2_180Y50.pct",1586,"Different","Different",50,"Correct"
"sub10",55,"3_3_3_2_0Y150.pct",4095,"Same","Different",150,"Incorrect"
"sub10",56,"2_4_4_2_0Y50.pct",1718,"Same","Same",50,"Correct"
"sub10",57,"R2_4_4_2_0Y150.pct",2122,"Different","Different",150,"Correct"
"sub10",58,"R3_4_3_2_90Y100.pct",6337,"Different","Different",100,"Correct"
"sub10",59,"2_3_4_2_90Y150.pct",4381,"Same","Same",150,"Correct"
"sub10",60,"3_4_3_2_90Y100.pct",6980,"Same","Different",100,"Incorrect"
"sub10",61,"2_4_4_3_90Y0.pct",1055,"Same","Same",0,"Correct"
"sub10",62,"R2_4_4_2_180Y0.pct",1632,"Different","Different",0,"Correct"
"sub10",63,"R2_4_4_3_90Y50.pct",1536,"Different","Different",50,"Correct"
"sub10",64,"2_4_4_3_90Y50.pct",1836,"Same","Same",50,"Correct"
"sub10",65,"R2_4_4_2_180Y150.pct",2694,"Different","Different",150,"Correct"
"sub10",66,"3_3_3_3_90Y0.pct",1539,"Same","Same",0,"Correct"
"sub10",67,"3_3_3_3_180Y150.pct",NA,"Same","[N/A]",150,"Incorrect"
"sub10",68,"R3_3_3_3_90Y0.pct",2467,"Different","Different",0,"Correct"
"sub10",69,"R3_3_3_2_0Y50.pct",3979,"Different","Different",50,"Correct"
"sub10",70,"2_4_4_2_180Y50.pct",1070,"Same","Same",50,"Correct"
"sub10",71,"2_4_4_2_0Y100.pct",3614,"Same","Same",100,"Correct"
"sub10",72,"R3_3_3_2_0Y100.pct",6315,"Different","Different",100,"Correct"
"sub10",73,"2_3_4_2_90Y100.pct",4025,"Same","Same",100,"Correct"
"sub10",74,"R3_3_3_3_180Y100.pct",4201,"Different","Different",100,"Correct"
"sub10",75,"3_3_3_3_90Y150.pct",5124,"Same","Same",150,"Correct"
"sub10",76,"R3_3_4_2_0Y0.pct",5059,"Different","Different",0,"Correct"
"sub10",77,"3_3_3_2_0Y0.pct",1253,"Same","Same",0,"Correct"
"sub10",78,"3_3_3_2_0Y50.pct",3270,"Same","Same",50,"Correct"
"sub10",79,"R3_3_3_3_180Y50.pct",4659,"Different","Different",50,"Correct"
"sub10",80,"R3_3_3_3_90Y150.pct",4895,"Different","Same",150,"Incorrect"
"sub10",81,"R3_4_4_3_180Y50.pct",3899,"Different","Different",50,"Correct"
"sub10",82,"2_3_4_2_90Y0.pct",1436,"Same","Same",0,"Correct"
"sub10",83,"R3_3_4_2_0Y150.pct",2965,"Different","Different",150,"Correct"
"sub10",84,"3_3_4_2_0Y50.pct",5778,"Same","Same",50,"Correct"
"sub10",85,"2_4_4_2_180Y100.pct",6069,"Same","Different",100,"Incorrect"
"sub10",86,"R3_4_4_3_180Y0.pct",2166,"Different","Different",0,"Correct"
"sub10",87,"3_4_3_3_180Y150.pct",5106,"Same","Different",150,"Incorrect"
"sub10",88,"R3_4_4_3_180Y100.pct",4706,"Different","Different",100,"Correct"
"sub10",89,"R2_3_3_2_0Y100.pct",5033,"Different","Different",100,"Correct"
"sub10",90,"2_3_3_2_0Y50.pct",3481,"Same","Same",50,"Correct"
"sub10",91,"2_4_4_2_0Y0.pct",929,"Same","Same",0,"Correct"
"sub10",92,"3_4_3_2_90Y150.pct",5382,"Same","Same",150,"Correct"
"sub10",93,"R2_4_4_3_90Y150.pct",6668,"Different","Same",150,"Incorrect"
"sub10",94,"R3_4_3_2_90Y50.pct",2171,"Different","Different",50,"Correct"
"sub10",95,"2_3_3_2_0Y100.pct",3234,"Same","Same",100,"Correct"
"sub10",96,"R3_3_3_2_0Y0.pct",4008,"Different","Different",0,"Correct"
"sub11",1,"R2_3_3_2_0Y0.pct",2924,"Different","Different",0,"Correct"
"sub11",2,"R3_4_3_2_90Y150.pct",3631,"Different","Different",150,"Correct"
"sub11",3,"2_4_4_2_0Y150.pct",2993,"Same","Same",150,"Correct"
"sub11",4,"3_3_3_2_0Y100.pct",6246,"Same","Same",100,"Correct"
"sub11",5,"3_3_3_3_90Y50.pct",2941,"Same","Same",50,"Correct"
"sub11",6,"R2_4_4_2_0Y50.pct",2402,"Different","Different",50,"Correct"
"sub11",7,"R3_3_3_3_90Y100.pct",3120,"Different","Different",100,"Correct"
"sub11",8,"2_3_3_2_0Y0.pct",1363,"Same","Same",0,"Correct"
"sub11",9,"R3_4_3_3_180Y150.pct",4430,"Different","Different",150,"Correct"
"sub11",10,"2_4_4_2_180Y150.pct",5892,"Same","Same",150,"Correct"
"sub11",11,"R3_3_4_2_0Y50.pct",4427,"Different","Different",50,"Correct"
"sub11",12,"R2_3_4_2_90Y0.pct",1822,"Different","Different",0,"Correct"
"sub11",13,"3_3_3_3_180Y0.pct",1334,"Same","Same",0,"Correct"
"sub11",14,"R3_4_3_3_180Y100.pct",3820,"Different","Different",100,"Correct"
"sub11",15,"2_4_4_3_90Y100.pct",2778,"Same","Same",100,"Correct"
"sub11",16,"3_4_3_2_90Y50.pct",4176,"Same","Same",50,"Correct"
"sub11",17,"R2_4_4_3_90Y100.pct",5035,"Different","Different",100,"Correct"
"sub11",18,"2_3_3_2_0Y150.pct",5399,"Same","Same",150,"Correct"
"sub11",19,"R2_3_4_2_90Y50.pct",2930,"Different","Different",50,"Correct"
"sub11",20,"2_3_4_2_90Y50.pct",1937,"Same","Same",50,"Correct"
"sub11",21,"R2_4_4_2_180Y100.pct",3236,"Different","Different",100,"Correct"
"sub11",22,"R2_4_4_2_0Y0.pct",1575,"Different","Different",0,"Correct"
"sub11",23,"3_4_3_2_90Y0.pct",1176,"Same","Same",0,"Correct"
"sub11",24,"R3_3_3_2_0Y150.pct",5368,"Different","Different",150,"Correct"
"sub11",25,"R3_4_4_3_180Y150.pct",2647,"Different","Different",150,"Correct"
"sub11",26,"R3_4_3_3_180Y50.pct",5275,"Different","Different",50,"Correct"
"sub11",27,"3_4_3_3_180Y50.pct",2859,"Same","Same",50,"Correct"
"sub11",28,"3_3_3_3_90Y100.pct",4091,"Same","Same",100,"Correct"
"sub11",29,"2_4_4_2_180Y0.pct",1345,"Same","Same",0,"Correct"
"sub11",30,"R3_4_3_2_90Y0.pct",2533,"Different","Different",0,"Correct"
"sub11",31,"3_3_4_2_0Y150.pct",3325,"Same","Different",150,"Incorrect"
"sub11",32,"R3_3_4_2_0Y100.pct",5628,"Different","Different",100,"Correct"
"sub11",33,"3_3_3_3_180Y50.pct",7356,"Same","Same",50,"Correct"
"sub11",34,"3_3_4_2_0Y100.pct",3642,"Same","Same",100,"Correct"
"sub11",35,"3_4_4_3_180Y150.pct",4797,"Same","Different",150,"Incorrect"
"sub11",36,"R3_3_3_3_180Y0.pct",2030,"Different","Different",0,"Correct"
"sub11",37,"3_4_3_3_180Y100.pct",4417,"Same","Same",100,"Correct"
"sub11",38,"R3_3_3_3_180Y150.pct",3433,"Different","Different",150,"Correct"
"sub11",39,"3_4_3_3_180Y0.pct",1342,"Same","Same",0,"Correct"
"sub11",40,"R3_3_3_3_90Y50.pct",1270,"Different","Different",50,"Correct"
"sub11",41,"2_4_4_3_90Y150.pct",6527,"Same","Same",150,"Correct"
"sub11",42,"R3_4_3_3_180Y0.pct",1325,"Different","Different",0,"Correct"
"sub11",43,"3_3_3_3_180Y100.pct",5396,"Same","Same",100,"Correct"
"sub11",44,"R2_3_4_2_90Y150.pct",6729,"Different","Different",150,"Correct"
"sub11",45,"R2_3_3_2_0Y50.pct",1616,"Different","Different",50,"Correct"
"sub11",46,"R2_3_4_2_90Y100.pct",4217,"Different","Different",100,"Correct"
"sub11",47,"3_4_4_3_180Y0.pct",1609,"Same","Same",0,"Correct"
"sub11",48,"3_4_4_3_180Y50.pct",2639,"Same","Same",50,"Correct"
"sub11",49,"R2_4_4_2_0Y100.pct",3049,"Different","Different",100,"Correct"
"sub11",50,"R2_3_3_2_0Y150.pct",3681,"Different","Different",150,"Correct"
"sub11",51,"3_3_4_2_0Y0.pct",2711,"Same","Same",0,"Correct"
"sub11",52,"R2_4_4_3_90Y0.pct",1740,"Different","Different",0,"Correct"
"sub11",53,"3_4_4_3_180Y100.pct",3372,"Same","Same",100,"Correct"
"sub11",54,"R2_4_4_2_180Y50.pct",963,"Different","Different",50,"Correct"
"sub11",55,"3_3_3_2_0Y150.pct",2054,"Same","Same",150,"Correct"
"sub11",56,"2_4_4_2_0Y50.pct",2125,"Same","Same",50,"Correct"
"sub11",57,"R2_4_4_2_0Y150.pct",1760,"Different","Different",150,"Correct"
"sub11",58,"R3_4_3_2_90Y100.pct",1972,"Different","Different",100,"Correct"
"sub11",59,"2_3_4_2_90Y150.pct",5673,"Same","Same",150,"Correct"
"sub11",60,"3_4_3_2_90Y100.pct",NA,"Same","[N/A]",100,"Incorrect"
"sub11",61,"2_4_4_3_90Y0.pct",1703,"Same","Same",0,"Correct"
"sub11",62,"R2_4_4_2_180Y0.pct",1295,"Different","Different",0,"Correct"
"sub11",63,"R2_4_4_3_90Y50.pct",1086,"Different","Different",50,"Correct"
"sub11",64,"2_4_4_3_90Y50.pct",2183,"Same","Same",50,"Correct"
"sub11",65,"R2_4_4_2_180Y150.pct",2208,"Different","Different",150,"Correct"
"sub11",66,"3_3_3_3_90Y0.pct",1347,"Same","Same",0,"Correct"
"sub11",67,"3_3_3_3_180Y150.pct",5904,"Same","Same",150,"Correct"
"sub11",68,"R3_3_3_3_90Y0.pct",2773,"Different","Different",0,"Correct"
"sub11",69,"R3_3_3_2_0Y50.pct",1333,"Different","Different",50,"Correct"
"sub11",70,"2_4_4_2_180Y50.pct",1726,"Same","Same",50,"Correct"
"sub11",71,"2_4_4_2_0Y100.pct",2380,"Same","Same",100,"Correct"
"sub11",72,"R3_3_3_2_0Y100.pct",5672,"Different","Different",100,"Correct"
"sub11",73,"2_3_4_2_90Y100.pct",2970,"Same","Same",100,"Correct"
"sub11",74,"R3_3_3_3_180Y100.pct",3307,"Different","Different",100,"Correct"
"sub11",75,"3_3_3_3_90Y150.pct",6274,"Same","Different",150,"Incorrect"
"sub11",76,"R3_3_4_2_0Y0.pct",2292,"Different","Different",0,"Correct"
"sub11",77,"3_3_3_2_0Y0.pct",2073,"Same","Same",0,"Correct"
"sub11",78,"3_3_3_2_0Y50.pct",1528,"Same","Same",50,"Correct"
"sub11",79,"R3_3_3_3_180Y50.pct",1692,"Different","Different",50,"Correct"
"sub11",80,"R3_3_3_3_90Y150.pct",6458,"Different","Different",150,"Correct"
"sub11",81,"R3_4_4_3_180Y50.pct",6253,"Different","Different",50,"Correct"
"sub11",82,"2_3_4_2_90Y0.pct",950,"Same","Same",0,"Correct"
"sub11",83,"R3_3_4_2_0Y150.pct",2869,"Different","Different",150,"Correct"
"sub11",84,"3_3_4_2_0Y50.pct",2005,"Same","Same",50,"Correct"
"sub11",85,"2_4_4_2_180Y100.pct",3645,"Same","Same",100,"Correct"
"sub11",86,"R3_4_4_3_180Y0.pct",2607,"Different","Different",0,"Correct"
"sub11",87,"3_4_3_3_180Y150.pct",3211,"Same","Different",150,"Incorrect"
"sub11",88,"R3_4_4_3_180Y100.pct",NA,"Different","[N/A]",100,"Incorrect"
"sub11",89,"R2_3_3_2_0Y100.pct",4031,"Different","Different",100,"Correct"
"sub11",90,"2_3_3_2_0Y50.pct",1671,"Same","Same",50,"Correct"
"sub11",91,"2_4_4_2_0Y0.pct",1404,"Same","Same",0,"Correct"
"sub11",92,"3_4_3_2_90Y150.pct",2720,"Same","Different",150,"Incorrect"
"sub11",93,"R2_4_4_3_90Y150.pct",2620,"Different","Different",150,"Correct"
"sub11",94,"R3_4_3_2_90Y50.pct",2134,"Different","Different",50,"Correct"
"sub11",95,"2_3_3_2_0Y100.pct",2399,"Same","Same",100,"Correct"
"sub11",96,"R3_3_3_2_0Y0.pct",2129,"Different","Different",0,"Correct"
"sub12",1,"R2_3_3_2_0Y0.pct",1818,"Different","Different",0,"Correct"
"sub12",2,"R3_4_3_2_90Y150.pct",1646,"Different","Same",150,"Incorrect"
"sub12",3,"2_4_4_2_0Y150.pct",1527,"Same","Same",150,"Correct"
"sub12",4,"3_3_3_2_0Y100.pct",3133,"Same","Same",100,"Correct"
"sub12",5,"3_3_3_3_90Y50.pct",2435,"Same","Same",50,"Correct"
"sub12",6,"R2_4_4_2_0Y50.pct",1251,"Different","Different",50,"Correct"
"sub12",7,"R3_3_3_3_90Y100.pct",2718,"Different","Same",100,"Incorrect"
"sub12",8,"2_3_3_2_0Y0.pct",1200,"Same","Same",0,"Correct"
"sub12",9,"R3_4_3_3_180Y150.pct",3312,"Different","Different",150,"Correct"
"sub12",10,"2_4_4_2_180Y150.pct",4109,"Same","Same",150,"Correct"
"sub12",11,"R3_3_4_2_0Y50.pct",2292,"Different","Different",50,"Correct"
"sub12",12,"R2_3_4_2_90Y0.pct",1820,"Different","Different",0,"Correct"
"sub12",13,"3_3_3_3_180Y0.pct",1133,"Same","Same",0,"Correct"
"sub12",14,"R3_4_3_3_180Y100.pct",2347,"Different","Different",100,"Correct"
"sub12",15,"2_4_4_3_90Y100.pct",2967,"Same","Same",100,"Correct"
"sub12",16,"3_4_3_2_90Y50.pct",2379,"Same","Same",50,"Correct"
"sub12",17,"R2_4_4_3_90Y100.pct",1921,"Different","Different",100,"Correct"
"sub12",18,"2_3_3_2_0Y150.pct",1966,"Same","Same",150,"Correct"
"sub12",19,"R2_3_4_2_90Y50.pct",3052,"Different","Different",50,"Correct"
"sub12",20,"2_3_4_2_90Y50.pct",1372,"Same","Same",50,"Correct"
"sub12",21,"R2_4_4_2_180Y100.pct",2839,"Different","Different",100,"Correct"
"sub12",22,"R2_4_4_2_0Y0.pct",3238,"Different","Same",0,"Incorrect"
"sub12",23,"3_4_3_2_90Y0.pct",1429,"Same","Same",0,"Correct"
"sub12",24,"R3_3_3_2_0Y150.pct",4437,"Different","Different",150,"Correct"
"sub12",25,"R3_4_4_3_180Y150.pct",2585,"Different","Different",150,"Correct"
"sub12",26,"R3_4_3_3_180Y50.pct",3376,"Different","Different",50,"Correct"
"sub12",27,"3_4_3_3_180Y50.pct",1669,"Same","Same",50,"Correct"
"sub12",28,"3_3_3_3_90Y100.pct",3972,"Same","Same",100,"Correct"
"sub12",29,"2_4_4_2_180Y0.pct",982,"Same","Same",0,"Correct"
"sub12",30,"R3_4_3_2_90Y0.pct",1572,"Different","Different",0,"Correct"
"sub12",31,"3_3_4_2_0Y150.pct",2311,"Same","Different",150,"Incorrect"
"sub12",32,"R3_3_4_2_0Y100.pct",3295,"Different","Different",100,"Correct"
"sub12",33,"3_3_3_3_180Y50.pct",1676,"Same","Same",50,"Correct"
"sub12",34,"3_3_4_2_0Y100.pct",2236,"Same","Same",100,"Correct"
"sub12",35,"3_4_4_3_180Y150.pct",2927,"Same","Different",150,"Incorrect"
"sub12",36,"R3_3_3_3_180Y0.pct",1410,"Different","Different",0,"Correct"
"sub12",37,"3_4_3_3_180Y100.pct",2582,"Same","Same",100,"Correct"
"sub12",38,"R3_3_3_3_180Y150.pct",2000,"Different","Different",150,"Correct"
"sub12",39,"3_4_3_3_180Y0.pct",1077,"Same","Same",0,"Correct"
"sub12",40,"R3_3_3_3_90Y50.pct",1434,"Different","Different",50,"Correct"
"sub12",41,"2_4_4_3_90Y150.pct",1949,"Same","Same",150,"Correct"
"sub12",42,"R3_4_3_3_180Y0.pct",2353,"Different","Different",0,"Correct"
"sub12",43,"3_3_3_3_180Y100.pct",3343,"Same","Same",100,"Correct"
"sub12",44,"R2_3_4_2_90Y150.pct",1649,"Different","Different",150,"Correct"
"sub12",45,"R2_3_3_2_0Y50.pct",1228,"Different","Different",50,"Correct"
"sub12",46,"R2_3_4_2_90Y100.pct",2079,"Different","Different",100,"Correct"
"sub12",47,"3_4_4_3_180Y0.pct",1283,"Same","Same",0,"Correct"
"sub12",48,"3_4_4_3_180Y50.pct",3163,"Same","Same",50,"Correct"
"sub12",49,"R2_4_4_2_0Y100.pct",2124,"Different","Different",100,"Correct"
"sub12",50,"R2_3_3_2_0Y150.pct",3277,"Different","Different",150,"Correct"
"sub12",51,"3_3_4_2_0Y0.pct",908,"Same","Same",0,"Correct"
"sub12",52,"R2_4_4_3_90Y0.pct",1004,"Different","Different",0,"Correct"
"sub12",53,"3_4_4_3_180Y100.pct",2104,"Same","Same",100,"Correct"
"sub12",54,"R2_4_4_2_180Y50.pct",1011,"Different","Different",50,"Correct"
"sub12",55,"3_3_3_2_0Y150.pct",1569,"Same","Different",150,"Incorrect"
"sub12",56,"2_4_4_2_0Y50.pct",1258,"Same","Same",50,"Correct"
"sub12",57,"R2_4_4_2_0Y150.pct",2800,"Different","Different",150,"Correct"
"sub12",58,"R3_4_3_2_90Y100.pct",3494,"Different","Different",100,"Correct"
"sub12",59,"2_3_4_2_90Y150.pct",2989,"Same","Same",150,"Correct"
"sub12",60,"3_4_3_2_90Y100.pct",2223,"Same","Same",100,"Correct"
"sub12",61,"2_4_4_3_90Y0.pct",945,"Same","Same",0,"Correct"
"sub12",62,"R2_4_4_2_180Y0.pct",2952,"Different","Different",0,"Correct"
"sub12",63,"R2_4_4_3_90Y50.pct",1514,"Different","Different",50,"Correct"
"sub12",64,"2_4_4_3_90Y50.pct",1351,"Same","Same",50,"Correct"
"sub12",65,"R2_4_4_2_180Y150.pct",2950,"Different","Different",150,"Correct"
"sub12",66,"3_3_3_3_90Y0.pct",1506,"Same","Same",0,"Correct"
"sub12",67,"3_3_3_3_180Y150.pct",1977,"Same","Same",150,"Correct"
"sub12",68,"R3_3_3_3_90Y0.pct",1091,"Different","Different",0,"Correct"
"sub12",69,"R3_3_3_2_0Y50.pct",925,"Different","Different",50,"Correct"
"sub12",70,"2_4_4_2_180Y50.pct",1225,"Same","Same",50,"Correct"
"sub12",71,"2_4_4_2_0Y100.pct",5810,"Same","Same",100,"Correct"
"sub12",72,"R3_3_3_2_0Y100.pct",2111,"Different","Different",100,"Correct"
"sub12",73,"2_3_4_2_90Y100.pct",1874,"Same","Same",100,"Correct"
"sub12",74,"R3_3_3_3_180Y100.pct",1424,"Different","Different",100,"Correct"
"sub12",75,"3_3_3_3_90Y150.pct",3255,"Same","Same",150,"Correct"
"sub12",76,"R3_3_4_2_0Y0.pct",2231,"Different","Same",0,"Incorrect"
"sub12",77,"3_3_3_2_0Y0.pct",2633,"Same","Same",0,"Correct"
"sub12",78,"3_3_3_2_0Y50.pct",1941,"Same","Same",50,"Correct"
"sub12",79,"R3_3_3_3_180Y50.pct",1064,"Different","Different",50,"Correct"
"sub12",80,"R3_3_3_3_90Y150.pct",1714,"Different","Same",150,"Incorrect"
"sub12",81,"R3_4_4_3_180Y50.pct",3032,"Different","Different",50,"Correct"
